DEPTH,CALI,DRHO,DT,DTS,GR,KTIM,NPHI,PPC1_CALI_NORM,RD,RHOB,RM,RS,RT,RXO,TVDMSL,CARB_FLAG,COAL_FLAG,KLOGH,PHIT,SAND_FLAG,VSH,FM. LABEL
2186.3304,12.0759,-0.0219,93.2504,169.834,147.4664,,0.3503,11.8364,1.2052,2.2602,1.1763,1.1197,1.2052,0.561,2155.2634,,,21.7795,0.251412,1.0,0.3378,Fensfjord
2186.4828,12.0833,-0.0189,93.596,180.6392,137.3811,,0.3486,11.8896,1.3621,2.2743,1.328,1.2338,1.3621,0.6838,2155.4158,,,15.7268,0.242786,1.0,0.3516,Fensfjord
2186.6352,12.0833,-0.0183,93.4909,186.5486,137.3097,,0.3551,11.9084,1.4702,2.2859,1.4299,1.3148,1.4702,0.8367,2155.5681,,,11.0361,0.235623,1.0,0.379,Fensfjord
2186.7876,12.0422,-0.0189,92.8074,185.9576,135.393,,0.3427,11.9182,1.3878,2.2896,1.3521,1.2643,1.3878,0.898,2155.7205,,,11.5181,0.233399,1.0,0.3586,Fensfjord
2186.94,12.0534,-0.0165,92.504,180.817,134.5863,,0.3761,11.8996,1.4985,2.2957,1.4532,1.3596,1.4985,0.8329,2155.8728,,,6.962,0.229641,0.0,0.4329,Fensfjord
2187.0924,12.031,-0.0131,93.0672,175.8768,127.9753,,0.3922,11.8892,1.3962,2.3019,1.3512,1.2996,1.3962,0.8096,2156.0254,,,5.0464,0.225844,1.0,0.3998,Fensfjord
2187.2448,12.0534,-0.0106,93.9264,175.0038,129.9628,,0.4234,11.8869,1.3091,2.3073,1.2607,1.2401,1.3091,0.7878,2156.1777,,,3.1742,0.222502,0.0,0.4164,Fensfjord
2187.3972,12.031,-0.0103,94.1457,176.5136,130.4368,,0.4086,11.8854,1.3978,2.3118,1.3312,1.3099,1.3978,0.8411,2156.3301,,,3.3289,0.21976,0.0,0.4203,Fensfjord
2187.5496,12.0833,-0.0096,94.0862,177.0708,133.6184,,0.4036,11.889,1.4734,2.3219,1.3878,1.3775,1.4734,0.8817,2156.4824,,,2.7408,0.213551,0.0,0.4468,Fensfjord
2187.702,12.0983,-0.0091,93.1511,177.002,131.2669,,0.3995,11.8914,1.4668,2.3285,1.3685,1.3651,1.4668,0.8698,2156.635,,,2.4349,0.20949,0.0,0.4272,Fensfjord
2187.8544,12.0833,-0.0081,92.1533,176.4587,130.9738,,0.4022,11.888,1.5028,2.3268,1.3924,1.3681,1.5028,0.9179,2156.7874,,,2.4695,0.210562,0.0,0.4248,Fensfjord
2188.0068,12.0759,-0.0071,92.0334,175.6164,137.4888,,0.3916,11.8819,1.5609,2.3227,1.4398,1.4104,1.5609,0.9292,2156.9397,,,3.0492,0.213037,0.0,0.4791,Fensfjord
2188.1592,12.0983,-0.0085,92.1123,175.0266,141.3096,,0.4076,11.8819,1.5683,2.3221,1.4453,1.428,1.5683,0.9746,2157.092,,,2.6162,0.213447,0.0,0.5109,Fensfjord
2188.3116,12.0908,-0.0113,92.3005,174.8853,141.6515,,0.4282,11.8617,1.5693,2.3271,1.4468,1.4214,1.5693,0.9703,2157.2446,,,1.8627,0.210397,0.0,0.5138,Fensfjord
2188.464,12.0833,-0.0129,92.3884,174.8773,136.5073,,0.4156,11.8464,1.54,2.3381,1.4227,1.4258,1.54,0.9565,2157.397,,,1.6257,0.203631,0.0,0.4709,Fensfjord
2188.6164,12.0759,-0.0098,92.2137,175.5674,136.1709,,0.3836,11.8461,1.5434,2.3577,1.4249,1.4147,1.5434,0.9729,2157.5493,,,1.4125,0.191592,0.0,0.4681,Fensfjord
2188.7688,12.0534,-0.006,91.8541,176.8687,139.6292,,0.3521,11.8398,1.5713,2.3774,1.4514,1.4128,1.5713,1.0451,2157.7017,,,1.2184,0.179506,0.0,0.4852,Fensfjord
2188.9212,12.0459,-0.0045,92.0687,177.4606,136.7981,,0.3574,11.8376,1.6868,2.377,1.5585,1.4382,1.6868,1.1803,2157.854,,,1.1632,0.17975,0.0,0.4733,Fensfjord
2189.0736,12.0086,-0.0066,93.2176,175.9159,135.0261,,0.3661,11.8501,1.0951,2.3406,1.0249,0.9824,1.0951,1.0119,2158.0066,,,2.5806,0.202068,0.0,0.4586,Fensfjord
2189.226,12.0534,-0.0107,94.4478,173.3853,122.351,,0.3685,11.8532,0.7143,2.281,0.678,0.6824,0.7143,0.5483,2158.1589,,,10.7942,0.238629,1.0,0.3529,Fensfjord
2189.3784,12.0609,-0.0152,94.6554,172.0529,121.1031,,0.352,11.8919,0.8062,2.2316,0.7668,0.752,0.8062,0.4513,2158.3113,,,43.0223,0.268953,1.0,0.3061,Fensfjord
2189.5308,12.0871,-0.0167,94.3331,176.2894,115.0117,,0.3495,11.9292,0.8589,2.2195,0.8232,0.7891,0.8589,0.4075,2158.4636,,,59.4439,0.276405,1.0,0.2862,Fensfjord
2189.6832,12.0422,-0.0164,94.1926,184.7529,122.5931,,0.3369,11.9186,0.8623,2.2264,0.8311,0.7724,0.8623,0.4784,2158.6162,,,57.2834,0.272125,1.0,0.2695,Fensfjord
2189.8356,12.0684,-0.0144,94.5275,185.8338,120.7513,,0.3179,11.9221,0.8853,2.2358,0.8542,0.7768,0.8853,0.4457,2158.7686,,,55.787,0.266409,1.0,0.243,Fensfjord
2189.988,12.0235,-0.0136,95.21,182.9139,124.7471,,0.3062,11.8717,0.8673,2.2317,0.8386,0.7645,0.8673,0.4456,2158.9209,,,69.725,0.268896,1.0,0.2146,Fensfjord
2190.1404,12.0871,-0.0127,95.6141,179.8067,121.5549,,0.3155,11.7924,0.8666,2.2286,0.8437,0.7719,0.8666,0.4237,2159.0732,,,68.2261,0.270824,1.0,0.2294,Fensfjord
2190.2928,12.0235,-0.0131,95.4459,181.5105,131.791,,0.3462,11.8061,0.9763,2.2296,0.9429,0.8534,0.9763,0.416,2159.2258,,,48.0779,0.2702,1.0,0.292,Fensfjord
2190.4452,12.0086,-0.0139,94.8477,184.6738,137.1456,,0.3731,11.845,1.107,2.2372,1.0523,0.9588,1.107,0.4757,2159.3782,,,30.0441,0.26555,1.0,0.3551,Fensfjord
2190.5976,12.0086,-0.0154,94.4884,184.6977,144.0069,,0.4205,11.8739,1.0975,2.2486,1.0314,0.9657,1.0975,0.546,2159.5305,,,13.755,0.258541,0.0,0.4639,Fensfjord
2190.75,12.0609,-0.0162,94.6141,183.383,143.2932,,0.4097,11.9134,1.1367,2.2605,1.0575,0.999,1.1367,0.639,2159.6829,,,11.5291,0.251238,0.0,0.4569,Fensfjord
2190.9024,12.0833,-0.0163,93.6314,182.3993,140.4039,,0.434,11.9223,1.2128,2.2689,1.1211,1.0807,1.2128,0.6279,2159.8352,,,7.2594,0.246087,0.0,0.5034,Fensfjord
2191.0548,12.1432,-0.014,91.4479,181.7065,143.0562,,0.4036,11.9362,1.1862,2.2788,1.0924,1.0949,1.1862,0.6742,2159.9878,,,7.8648,0.240014,0.0,0.4672,Fensfjord
2191.2072,12.1207,-0.0126,91.0164,180.4506,140.4406,,0.3974,11.9347,1.2083,2.2819,1.1058,1.1219,1.2083,0.6541,2160.1401,,,7.7875,0.238118,0.0,0.4586,Fensfjord
2191.3596,12.1282,-0.0121,90.8854,178.9346,145.7634,,0.3726,11.9344,1.1697,2.2833,1.0661,1.0892,1.1697,0.637,2160.2925,,,9.787,0.237261,0.0,0.4107,Fensfjord
2191.512,12.1544,-0.013,90.954,177.0048,144.7617,,0.385,11.9266,1.1449,2.2829,1.0415,1.0651,1.1449,0.5982,2160.4448,,,8.6657,0.237503,0.0,0.435,Fensfjord
2191.6644,12.1506,-0.0131,91.8557,174.6618,149.9885,,0.3727,11.9348,1.2123,2.2885,1.1014,1.1051,1.2123,0.6291,2160.5974,,,8.5967,0.234032,0.0,0.4173,Fensfjord
2191.8168,12.1095,-0.0143,93.5746,171.5837,149.3312,,0.3887,11.9508,1.1954,2.2924,1.0906,1.0815,1.1954,0.6667,2160.7498,,,6.5937,0.231627,0.0,0.4541,Fensfjord
2191.9692,12.1207,-0.015,93.177,167.6607,151.7978,,0.4006,11.9421,1.2695,2.2906,1.1569,1.1211,1.2695,0.6978,2160.9021,,,6.0832,0.232768,0.0,0.4757,Fensfjord
2192.1216,12.1656,-0.0145,91.5317,163.8811,146.5289,,0.4165,11.9343,1.3052,2.2777,1.1842,1.1358,1.3052,0.6713,2161.0544,,,7.0366,0.240651,0.0,0.4917,Fensfjord
2192.274,12.1731,-0.012,89.589,161.7596,144.2795,,0.3998,11.9517,1.2881,2.2576,1.1657,1.1252,1.2881,0.5047,2161.207,,,13.7341,0.252999,0.0,0.4336,Fensfjord
2192.4264,12.1768,-0.0128,88.2644,162.9375,139.8858,,0.3808,11.9492,1.255,2.2282,1.1316,1.0928,1.255,0.3673,2161.3594,,,34.4319,0.27102,1.0,0.3596,Fensfjord
2192.5788,12.1207,-0.0144,87.1882,166.318,134.1298,,0.3626,11.9534,0.941,2.2191,0.8519,0.8603,0.941,0.3342,2161.5117,,,52.1812,0.276617,1.0,0.312,Fensfjord
2192.7312,12.1768,-0.0144,85.3818,172.5295,128.97,,0.3365,11.9182,0.8994,2.2495,0.8167,0.8069,0.8994,0.3871,2161.6641,,,32.7443,0.257979,1.0,0.297,Fensfjord
2192.8836,12.1993,-0.0096,82.1049,176.6062,123.177,,0.299,11.9122,1.0394,2.3318,0.9476,0.8877,1.0394,0.6778,2161.8164,,,6.5222,0.207502,1.0,0.323,Fensfjord
2193.036,12.1544,-0.0023,78.6623,173.6859,126.9999,,0.3125,11.9326,1.3269,2.4117,1.2219,1.115,1.3269,1.689,2161.969,,,0.8013,0.158457,0.0,0.3917,Fensfjord
2193.1884,12.0983,-0.0011,75.7886,162.983,124.5937,,0.3374,11.9933,1.7128,2.4244,1.5906,1.4441,1.7128,5.0096,2162.1213,,,0.4513,0.150665,0.0,0.3716,Fensfjord
2193.3408,12.1207,-0.0033,76.3409,148.4491,119.349,,0.368,11.9922,1.5822,2.3662,1.4846,1.3628,1.5822,1.1428,2162.2737,,,1.3549,0.186399,1.0,0.3279,Fensfjord
2193.4932,12.1544,-0.0064,80.8831,146.4396,115.9122,,0.363,11.9576,1.1699,2.2889,1.1049,1.0091,1.1699,0.6225,2162.426,,,9.4422,0.233808,1.0,0.2993,Fensfjord
2193.6456,12.0983,-0.0099,83.3913,153.1083,119.2627,,0.3724,11.8905,0.9701,2.2496,0.9163,0.8196,0.9701,0.4561,2162.5786,,,22.3024,0.257884,1.0,0.3272,Fensfjord
2193.798,12.0871,-0.0091,86.2869,162.1562,126.3773,,0.3633,11.853,0.8864,2.2664,0.8401,0.7746,0.8864,0.5539,2162.731,,,16.3151,0.247617,1.0,0.3714,Fensfjord
2193.9504,12.0459,-0.0094,87.6529,168.7872,129.5324,,0.3648,11.8556,0.9808,2.2947,0.9265,0.8536,0.9808,0.636,2162.8833,,,8.0359,0.230238,0.0,0.4091,Fensfjord
2194.1028,12.0235,-0.0074,88.7988,172.3056,127.8531,,0.3604,11.8688,0.9696,2.2958,0.9142,0.828,0.9696,0.6028,2163.0356,,,8.1886,0.22954,1.0,0.3988,Fensfjord
2194.2552,12.0235,-0.0099,90.7831,175.1852,130.0099,,0.3583,11.8536,0.7278,2.2593,0.6939,0.6385,0.7278,0.4347,2163.188,,,20.4323,0.251936,1.0,0.3527,Fensfjord
2194.4076,12.0086,-0.0145,91.8435,179.1672,130.3083,,0.3423,11.8277,0.7401,2.2183,0.7069,0.6391,0.7401,0.3839,2163.3406,,,66.0333,0.27713,1.0,0.2703,Fensfjord
2194.56,12.0235,-0.0152,91.9887,182.1994,129.8051,,0.3525,11.8485,0.7541,2.2138,0.7229,0.6531,0.7541,0.3969,2163.4929,,,66.1839,0.279899,1.0,0.2852,Fensfjord
2194.7124,12.0534,-0.0148,91.5992,183.1528,132.1298,,0.3503,11.8388,0.8334,2.2248,0.802,0.7232,0.8334,0.4246,2163.6453,,,51.7704,0.273148,1.0,0.2943,Fensfjord
2194.8648,12.0646,-0.0139,91.4628,182.827,136.2757,,0.3799,11.8606,0.8967,2.2426,0.8538,0.788,0.8967,0.4787,2163.7976,,,24.4761,0.262213,1.0,0.3754,Fensfjord
2195.0172,12.1282,-0.0135,91.4519,183.7451,141.7627,,0.3573,11.9385,1.0303,2.2621,0.9696,0.8927,1.0303,0.5514,2163.9502,,,19.3004,0.25024,1.0,0.3541,Fensfjord
2195.1696,12.1207,-0.0116,92.2875,185.0615,136.7511,,0.3701,11.962,1.1533,2.2848,1.082,0.9913,1.1533,0.6878,2164.1025,,,9.6756,0.236308,0.0,0.4076,Fensfjord
2195.322,12.0759,-0.0073,93.6028,183.636,133.1738,,0.3661,11.9617,1.2515,2.3086,1.1698,1.0747,1.2515,0.7503,2164.2549,,,5.6422,0.221706,0.0,0.4288,Fensfjord
2195.4744,12.0833,-0.0058,94.5759,179.2231,130.8215,,0.4034,11.9506,1.2147,2.312,1.1352,1.073,1.2147,0.7195,2164.4072,,,3.4989,0.219628,0.0,0.4235,Fensfjord
2195.6268,12.0908,-0.0071,94.6281,176.3971,129.78,,0.39,11.9205,1.1177,2.3055,1.0474,1.0362,1.1177,0.6881,2164.5598,,,4.7283,0.223625,0.0,0.4148,Fensfjord
2195.7792,12.0983,-0.0081,94.1049,177.5178,136.3746,,0.397,11.9048,1.1122,2.3065,1.0426,1.0594,1.1122,0.7114,2164.7122,,,4.2787,0.222977,0.0,0.4698,Fensfjord
2195.9316,12.0759,-0.0088,93.8819,179.6862,139.1832,,0.3669,11.8745,1.1831,2.3099,1.1105,1.1275,1.1831,0.8262,2164.8645,,,5.4272,0.220943,0.0,0.4319,Fensfjord
2196.084,12.1095,-0.0093,94.0644,179.7299,142.874,,0.386,11.8934,1.1326,2.3052,1.0676,1.0755,1.1326,0.6941,2165.0168,,,4.9685,0.223805,0.0,0.4644,Fensfjord
2196.2364,12.1432,-0.0114,93.789,178.8752,135.6045,,0.3819,11.9159,1.0004,2.2928,0.9466,0.9604,1.0004,0.6304,2165.1692,,,7.0308,0.23143,0.0,0.4409,Fensfjord
2196.3888,12.1357,-0.0108,92.7907,179.5346,128.1486,,0.4006,11.9308,0.9814,2.2984,0.9402,0.9534,0.9814,0.6198,2165.3218,,,5.0264,0.227978,0.0,0.4012,Fensfjord
2196.5412,12.1207,-0.0104,92.5369,179.039,121.0418,,0.3877,11.9123,1.261,2.3022,1.2133,1.1451,1.261,0.7308,2165.4741,,,5.2543,0.225661,1.0,0.342,Fensfjord
2196.6936,12.1207,-0.0102,93.7897,177.3368,113.368,,0.3815,11.8726,1.0367,2.2941,1.0083,0.9881,1.0367,0.7166,2165.6265,,,6.8412,0.230638,1.0,0.2781,Fensfjord
2196.846,12.1357,-0.0098,94.572,173.9988,109.4006,,0.3663,11.8938,1.0305,2.2589,1.0026,0.9548,1.0305,0.5712,2165.7788,,,18.9638,0.252191,1.0,0.245,Fensfjord
2196.9984,12.1132,-0.0114,95.4521,169.9365,103.8738,,0.3416,11.9126,1.0187,2.2165,0.9897,0.9054,1.0187,0.4594,2165.9314,,,69.4526,0.278211,1.0,0.1989,Fensfjord
2197.1508,12.1432,-0.0148,95.6587,170.7624,105.1208,,0.3372,11.902,0.7735,2.173,0.7644,0.7205,0.7735,0.3597,2166.0837,,,210.6159,0.304891,1.0,0.2046,Fensfjord
2197.3032,12.0983,-0.0201,95.2374,176.4119,108.8717,,0.3389,11.9053,0.7214,2.152,0.7225,0.6902,0.7214,0.312,2166.2361,,,346.1721,0.317817,1.0,0.1822,Fensfjord
2197.4556,12.0833,-0.02,95.2918,181.3969,116.474,,0.3701,11.943,0.6232,2.1744,0.6328,0.6097,0.6232,0.3194,2166.3884,,,143.6723,0.304037,1.0,0.2721,Fensfjord
2197.608,12.0534,-0.016,94.4828,184.0196,112.8234,,0.3649,11.9333,0.6688,2.2198,0.6817,0.6204,0.6688,0.4021,2166.541,,,50.0984,0.276206,1.0,0.2735,Fensfjord
2197.7604,12.0983,-0.0106,93.2036,185.3377,112.4742,,0.3667,11.9107,0.7785,2.2545,0.7943,0.692,0.7785,0.539,2166.6934,,,21.0541,0.254922,1.0,0.2706,Fensfjord
2197.9128,12.1207,-0.0082,93.3459,183.3644,112.5354,,0.3333,11.8986,0.9135,2.2516,0.9322,0.7779,0.9135,0.5208,2166.8457,,,32.1387,0.256659,1.0,0.2711,Fensfjord
2198.0652,12.1207,-0.0098,94.358,180.0387,111.8952,,0.3213,11.9115,0.8939,2.2239,0.9043,0.7628,0.8939,0.3805,2166.998,,,71.9787,0.27371,1.0,0.2352,Fensfjord
2198.2176,12.1432,-0.0124,95.0194,180.1229,112.4898,,0.3302,11.8823,0.6966,2.2096,0.7014,0.658,0.6966,0.3776,2167.1504,,,92.7798,0.282449,1.0,0.2355,Fensfjord
2198.37,12.1432,-0.013,94.9531,184.1057,117.2867,,0.3643,11.943,0.9784,2.2269,0.9603,0.8817,0.9784,0.4202,2167.303,,,42.3244,0.271813,1.0,0.3107,Fensfjord
2198.5224,12.1207,-0.0128,93.799,187.4971,128.4053,,0.368,11.939,1.0428,2.2603,1.0096,0.9319,1.0428,0.5836,2167.4553,,,18.0181,0.251359,1.0,0.3733,Fensfjord
2198.6748,12.1095,-0.0117,93.4128,187.0812,135.6706,,0.3664,11.9454,1.1733,2.2922,1.1203,1.023,1.1733,0.6929,2167.6077,,,8.3927,0.231754,0.0,0.4093,Fensfjord
2198.8272,12.1581,-0.011,93.5016,184.9204,139.5609,,0.379,11.9511,1.3805,2.3153,1.3018,1.1746,1.3805,0.7987,2167.76,,,4.1828,0.217623,0.0,0.4628,Fensfjord
2198.9796,12.1806,-0.0087,93.6216,186.0505,152.0842,,0.4086,11.9529,1.4937,2.3413,1.3982,1.2887,1.4937,0.9131,2167.9126,,,1.6178,0.201646,0.0,0.5539,Fensfjord
2199.132,12.1656,-0.0079,94.2524,185.5717,148.7537,,0.4156,11.9682,1.7181,2.3542,1.5792,1.4605,1.7181,1.0369,2168.0649,,,1.0977,0.193771,0.0,0.5729,Fensfjord
2199.2844,12.1506,-0.0075,94.9977,181.9005,145.1173,,0.4011,11.9695,1.5243,2.3572,1.3899,1.4182,1.5243,0.9534,2168.2173,,,1.1881,0.191903,0.0,0.5426,Fensfjord
2199.4368,12.1432,-0.0088,95.5631,178.7599,133.8757,,0.4016,11.9522,1.4318,2.3474,1.2978,1.3737,1.4318,0.9325,2168.3696,,,1.4999,0.197886,0.0,0.449,Fensfjord
2199.5892,12.1544,-0.008,95.626,177.5708,134.3221,,0.4043,11.94,1.5131,2.3485,1.3645,1.4581,1.5131,0.9201,2168.5222,,,1.4194,0.197218,0.0,0.4527,Fensfjord
2199.7416,12.1656,-0.006,94.9626,177.4766,133.3943,,0.3853,11.949,1.7556,2.3598,1.5746,1.6917,1.7556,1.1502,2168.6746,,,1.3194,0.190333,0.0,0.445,Fensfjord
2199.894,12.1731,-0.0034,93.5349,178.8822,135.2644,,0.3812,11.9709,1.9952,2.3793,1.7817,1.8896,1.9952,1.2519,2168.8269,,,0.8538,0.178315,0.0,0.4605,Fensfjord
2200.0464,12.188,-0.0051,92.2011,179.1216,137.2128,,0.3732,11.9818,2.054,2.3817,1.83,1.9448,2.054,1.2068,2168.9792,,,0.8777,0.176884,0.0,0.4768,Fensfjord
2200.1988,12.1955,-0.009,91.7009,177.795,139.3611,,0.3891,11.9804,2.0252,2.3744,1.7997,1.9072,2.0252,1.1814,2169.1316,,,0.8854,0.18133,0.0,0.4947,Fensfjord
2200.3512,12.1656,-0.0111,91.2504,177.575,137.0434,,0.3774,11.9498,2.0412,2.3735,1.8071,1.8835,2.0412,1.2237,2169.2842,,,1.0249,0.181892,0.0,0.4754,Fensfjord
2200.5036,12.1095,-0.0086,90.6966,178.8568,138.5283,,0.3896,11.9423,2.1472,2.3889,1.8655,1.8575,2.1472,1.4675,2169.4365,,,0.6189,0.172474,0.0,0.4877,Fensfjord
2200.656,12.1357,-0.0066,90.911,177.2589,143.2492,,0.379,11.9265,1.9349,2.3801,1.6496,1.5226,1.9349,1.1159,2169.5889,,,0.8589,0.17788,0.0,0.5271,Fensfjord
2200.8084,12.0983,-0.0149,93.1031,171.2842,146.9213,,0.3948,11.8933,1.1125,2.3017,0.9489,0.8914,1.1125,0.4783,2169.7412,,,4.9292,0.225946,0.0,0.4777,Fensfjord
2200.9608,12.1207,-0.0254,95.3979,164.435,138.2502,,0.3607,11.8765,0.6874,2.2042,0.5971,0.5799,0.6874,0.2656,2169.8938,,,76.6833,0.285776,1.0,0.2898,Fensfjord
2201.1132,12.1768,-0.0307,96.6321,167.9338,123.9887,,0.3412,11.922,0.5808,2.1414,0.5146,0.4989,0.5808,0.2075,2170.0461,,,437.8243,0.324325,1.0,0.1738,Fensfjord
2201.2656,12.1432,-0.0258,97.2219,182.0649,114.4575,,0.3323,11.9296,0.6219,2.1404,0.5627,0.5293,0.6219,0.1977,2170.1985,,,492.808,0.324928,1.0,0.1547,Fensfjord
2201.418,12.1768,-0.0228,97.5944,192.7106,113.0421,,0.3388,11.945,0.6388,2.1494,0.5892,0.5185,0.6388,0.21,2170.3508,,,368.5997,0.319366,1.0,0.1789,Fensfjord
2201.5704,12.1993,-0.0249,97.7116,197.8141,114.6274,,0.3469,11.9446,0.6229,2.1545,0.5834,0.4791,0.6229,0.2178,2170.5032,,,298.6002,0.316233,1.0,0.2013,Fensfjord
2201.7228,12.1955,-0.0208,98.1958,196.9024,109.9037,,0.3358,11.9391,0.6004,2.1776,0.568,0.4517,0.6004,0.2437,2170.6558,,,190.993,0.302063,1.0,0.2075,Fensfjord
2201.8752,12.1581,-0.0126,97.5512,195.7046,115.4914,,0.3213,11.9394,0.6408,2.2037,0.6102,0.4685,0.6408,0.2541,2170.8081,,,117.9011,0.286098,1.0,0.2104,Fensfjord
2202.0276,12.1544,-0.0092,98.367,192.8455,119.9513,,0.3086,11.9496,0.7003,2.1971,0.6635,0.5042,0.7003,0.223,2170.9604,,,158.1522,0.290095,1.0,0.177,Fensfjord
2202.18,12.1656,-0.0171,100.3346,190.0305,122.3235,,0.3314,11.9448,0.6518,2.1543,0.6117,0.4795,0.6518,0.1843,2171.1128,,,354.0666,0.316389,1.0,0.17,Fensfjord
2202.3324,12.188,-0.0271,102.93,190.4161,113.0231,,0.3548,11.9451,0.6056,2.1193,0.5566,0.4504,0.6056,0.1698,2171.2654,,,650.4507,0.337878,1.0,0.1738,Fensfjord
2202.4848,12.1993,-0.0312,103.2749,196.7817,108.11,,0.3647,11.9506,0.596,2.125,0.5359,0.4455,0.596,0.1726,2171.4177,,,509.5194,0.33438,1.0,0.2006,Fensfjord
2202.6372,12.1581,-0.0316,100.5351,202.0754,108.4959,,0.3496,11.955,0.6424,2.1555,0.5668,0.4769,0.6424,0.1964,2171.5701,,,283.2919,0.31563,1.0,0.2079,Fensfjord
2202.7896,12.1581,-0.0293,97.8112,198.0439,115.0914,,0.3615,11.9495,0.6861,2.1873,0.5981,0.5013,0.6861,0.2241,2171.7224,,,114.7639,0.29611,1.0,0.2708,Fensfjord
2202.942,12.1432,-0.0253,96.3621,190.0974,121.2215,,0.3502,11.9442,0.7329,2.2063,0.6353,0.5291,0.7329,0.2696,2171.875,,,81.3161,0.284456,1.0,0.2715,Fensfjord
2203.0944,12.1656,-0.0214,95.7538,183.7659,124.2037,,0.3499,11.9436,0.7489,2.2179,0.646,0.5363,0.7489,0.2774,2172.0273,,,61.4401,0.277341,1.0,0.2851,Fensfjord
2203.2468,12.1432,-0.0201,95.6572,183.899,122.5848,,0.3433,11.9437,0.8144,2.2194,0.7029,0.6046,0.8144,0.2881,2172.1797,,,63.5815,0.276446,1.0,0.2737,Fensfjord
2203.3992,12.1432,-0.0217,96.3425,186.8128,121.4388,,0.3539,11.9457,0.8494,2.2199,0.7376,0.6956,0.8494,0.2937,2172.332,,,56.1445,0.276141,1.0,0.2955,Fensfjord
2203.5516,12.1581,-0.0256,96.5848,186.6118,123.6905,,0.3468,11.9549,0.8409,2.2172,0.7258,0.7,0.8409,0.3025,2172.4844,,,64.6181,0.277782,1.0,0.278,Fensfjord
2203.704,12.1768,-0.027,94.9678,183.4098,126.7898,,0.3378,11.9487,0.7744,2.2289,0.6708,0.6661,0.7744,0.3404,2172.637,,,53.3929,0.270599,1.0,0.2744,Fensfjord
2203.8564,12.1432,-0.0237,92.7911,177.6831,125.0803,,0.3455,11.9485,0.8685,2.2598,0.75,0.7447,0.8685,0.4286,2172.7893,,,23.1627,0.251681,1.0,0.3276,Fensfjord
2204.0088,12.1357,-0.0159,90.4196,171.3553,121.6282,,0.3498,11.9442,1.1554,2.304,1.002,1.0018,1.1554,0.5581,2172.9417,,,7.4977,0.224509,1.0,0.3469,Fensfjord
2204.1612,12.1132,-0.0113,89.2387,166.5862,119.2421,,0.3404,11.9435,1.2675,2.3286,1.1146,1.1599,1.2675,0.6595,2173.094,,,4.5412,0.209423,1.0,0.327,Fensfjord
2204.3136,12.1095,-0.011,87.7005,165.8028,124.5003,,0.3292,11.8971,1.1826,2.332,1.0514,1.1115,1.1826,0.6406,2173.2466,,,4.7135,0.20738,1.0,0.3708,Fensfjord
2204.466,12.1132,-0.0099,85.7549,164.4193,116.6269,,0.3244,11.8924,1.2423,2.3425,1.117,1.1986,1.2423,0.8743,2173.3989,,,3.8356,0.200929,1.0,0.3052,Fensfjord
2204.6184,12.1095,-0.0109,84.2408,164.4484,115.9617,,0.2908,11.8953,1.7839,2.3428,1.6073,1.6273,1.7839,0.8572,2173.5513,,,5.4326,0.200733,1.0,0.2997,Fensfjord
2204.7708,12.0646,-0.0113,85.9295,163.4235,112.2048,,0.3304,11.878,1.3131,2.337,1.2319,1.36,1.3131,0.8411,2173.7036,,,4.1176,0.204306,1.0,0.2684,Fensfjord
2204.9232,12.1095,-0.0138,90.8615,165.2683,125.5556,,0.3623,11.9147,1.2495,2.3156,1.1939,1.318,1.2495,0.6648,2173.856,,,4.9528,0.217424,1.0,0.3796,Fensfjord
2205.0756,12.1207,-0.0152,94.585,169.1545,125.3303,,0.4461,11.9158,1.1926,2.3065,1.1619,1.2905,1.1926,0.6586,2174.0085,,,2.5465,0.223006,1.0,0.3778,Fensfjord
2205.228,12.1207,-0.0145,95.5296,176.0943,124.1704,,0.4114,11.9247,1.0847,2.318,1.0784,1.2006,1.0847,0.6965,2174.1609,,,2.7787,0.21597,1.0,0.3681,Fensfjord
2205.3804,12.1207,-0.0141,96.2443,183.6692,123.3757,,0.4335,11.9091,1.2522,2.3293,1.2623,1.3404,1.2522,0.7964,2174.3132,,,1.6659,0.209004,1.0,0.3615,Fensfjord
2205.5328,12.1432,-0.0127,96.5308,187.8028,131.0516,,0.4351,11.9133,1.2481,2.3351,1.2831,1.3502,1.2481,0.8,2174.4656,,,1.424,0.205489,0.0,0.4254,Fensfjord
2205.6852,12.1319,-0.0135,96.7921,183.188,129.5503,,0.3846,11.8966,1.3021,2.3209,1.3501,1.3815,1.3021,0.6809,2174.6182,,,3.437,0.214182,0.0,0.4129,Fensfjord
2205.8376,12.1282,-0.0149,96.697,178.8295,129.4757,,0.3314,11.8819,1.1087,2.3038,1.1709,1.2482,1.1087,0.6335,2174.7705,,,9.1565,0.224634,1.0,0.3535,Fensfjord
2205.99,12.1132,-0.0151,96.3124,179.8766,127.3431,,0.3039,11.9026,1.232,2.3001,1.3029,1.3935,1.232,0.6659,2174.9229,,,13.4416,0.226959,1.0,0.2939,Fensfjord
2206.1424,12.1282,-0.0143,95.102,183.3595,131.9811,,0.3045,11.899,1.2668,2.3097,1.3332,1.4615,1.2668,0.7379,2175.0752,,,10.5449,0.221026,1.0,0.3069,Fensfjord
