DEPTH,CALI,DRHO,DT,DTS,GR,KTIM,NPHI,PPC1_CALI_NORM,RD,RHOB,RM,RS,RT,RXO,TVDMSL,CARB_FLAG,COAL_FLAG,KLOGH,PHIT,SAND_FLAG,VSH,FM. LABEL
2522.982,12.1095,-0.0047,88.9275,167.7845,143.9788,,0.373,11.8695,2.0708,2.4136,2.2026,2.6273,2.0708,1.9576,2491.9143,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2523.1344,12.1806,-0.0035,89.0278,168.8618,142.5952,,0.3762,11.8779,2.5078,2.4331,2.675,2.8735,2.5078,2.309,2492.0669,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2523.2868,12.1581,-0.0041,89.7119,170.3294,128.8063,,0.3618,11.9784,3.2975,2.4457,3.4645,3.133,3.2975,2.9363,2492.2192,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2523.4392,12.1432,-0.004,90.6157,171.728,135.2163,,0.3609,11.9516,3.7096,2.4691,3.8342,3.2959,3.7096,2.8298,2492.3716,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2523.5916,12.2105,-0.0053,92.3281,175.9485,136.0817,,0.3612,11.9468,4.0266,2.489,4.1104,3.3903,4.0266,3.5005,2492.5239,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2523.744,12.188,-0.0063,93.5653,181.2571,145.3401,,0.3653,12.0639,4.2573,2.5083,4.2905,3.4843,4.2573,3.8003,2492.6765,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2523.8964,12.2105,-0.009,93.6367,184.5033,151.522,,0.363,12.0874,4.067,2.5119,4.0077,3.4803,4.067,4.2186,2492.8289,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2524.0488,12.2217,-0.0092,92.9902,186.101,152.9772,,0.3832,12.0921,4.0237,2.5186,3.8921,3.4573,4.0237,4.573,2492.9812,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2524.2012,12.2329,-0.0095,90.627,179.6606,147.4391,,0.392,12.1123,4.2575,2.5116,4.1086,3.5161,4.2575,4.5359,2493.1335,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2524.3536,12.203,-0.0082,88.5806,169.3201,143.6007,,0.3424,12.1143,4.3027,2.4974,4.1633,3.5383,4.3027,4.6067,2493.2861,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2524.506,12.1656,-0.0063,86.9251,163.5949,144.805,,0.3264,12.1089,4.2642,2.4745,4.1539,3.5456,4.2642,3.8878,2493.4385,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2524.6584,12.1656,-0.0028,85.574,161.2631,140.5014,,0.3049,12.034,3.7922,2.4634,3.7588,3.3868,3.7922,3.7816,2493.5908,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2524.8108,12.1806,-0.0015,85.5421,165.3585,138.1608,,0.3103,12.1325,3.9859,2.4594,3.9609,3.4601,3.9859,3.6406,2493.7432,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2524.9632,12.1806,0.0004,87.3466,172.3615,130.8039,,0.3083,12.1934,4.0845,2.4796,4.0711,3.4762,4.0845,3.9601,2493.8955,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2525.1156,12.2329,0.0012,90.4335,176.4346,130.0809,,0.3226,12.005,3.8468,2.5075,3.8487,3.4594,3.8468,4.0248,2494.0481,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2525.268,12.2105,0.0008,93.0134,182.5247,130.1745,,0.3566,12.0694,3.8163,2.5337,3.8043,3.3916,3.8163,4.1752,2494.2004,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2525.4204,12.1993,-0.0035,94.1152,189.3098,146.2031,,0.3785,12.114,4.0182,2.5398,4.0108,3.4836,4.0182,4.3581,2494.3528,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2525.5728,12.2254,-0.0087,94.2207,192.2247,152.2749,,0.4123,12.0965,4.0609,2.5338,4.0728,3.5972,4.0609,4.6324,2494.5051,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2525.7252,12.203,-0.0115,95.3293,195.1541,159.84,,0.4152,12.0815,3.9513,2.5282,3.9766,3.5707,3.9513,4.4612,2494.6577,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2525.8776,12.203,-0.0117,96.658,196.8331,161.2895,,0.4287,12.078,3.6713,2.528,3.7282,3.5308,3.6713,4.4651,2494.8101,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2526.03,12.1955,-0.0113,97.6485,195.7138,164.0774,,0.4425,12.0825,3.7409,2.5273,3.8172,3.5641,3.7409,4.2464,2494.9624,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2526.1824,12.2105,-0.0105,96.5314,195.3481,161.9961,,0.4344,12.0794,3.7175,2.5273,3.812,3.5461,3.7175,4.264,2495.1147,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2526.3348,12.2105,-0.0108,94.4123,193.6358,157.1017,,0.3882,12.0863,3.7304,2.5232,3.8409,3.5549,3.7304,4.2843,2495.2673,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2526.4872,12.2254,-0.012,92.8228,189.4382,156.0722,,0.3407,12.0859,3.8523,2.5189,4.0064,3.6001,3.8523,4.4694,2495.4197,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2526.6396,12.2628,-0.0139,92.2847,187.7232,143.6423,,0.3476,12.1002,4.0022,2.5101,4.1873,3.6162,4.0022,4.4808,2495.572,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2526.792,12.2404,-0.0136,92.8091,185.6033,142.641,,0.3761,12.1071,3.8989,2.5117,4.0805,3.5419,3.8989,4.3684,2495.7244,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2526.9444,12.2479,-0.0123,93.4053,185.0282,137.7177,,0.4344,12.1276,3.791,2.52,3.9789,3.5182,3.791,4.4159,2495.8767,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2527.0968,12.2553,-0.0093,92.4068,184.3466,144.9816,,0.4312,12.1239,3.9045,2.5451,4.0816,3.4879,3.9045,4.7393,2496.0293,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2527.2492,12.2404,-0.0102,90.6796,182.7451,138.3839,,0.3981,12.1061,4.0127,2.5613,4.1786,3.5061,4.0127,4.5905,2496.1816,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2527.4016,12.2666,-0.0118,89.1173,182.6664,138.7633,,0.3449,12.1255,4.2455,2.5694,4.4122,3.5958,4.2455,5.1965,2496.334,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2527.554,12.2329,-0.0153,88.0979,177.8148,139.6563,,0.3529,12.1202,4.9123,2.5509,5.0669,3.7612,4.9123,5.4465,2496.4863,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2527.7064,12.2778,-0.0161,88.0871,171.7494,141.1515,,0.3524,12.1087,4.42,2.5208,4.5805,3.69,4.42,4.8187,2496.6389,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2527.8588,12.2329,-0.0118,88.9486,169.6524,139.1165,,0.3684,12.1029,4.0087,2.4975,4.1524,3.538,4.0087,4.1179,2496.7913,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2528.0112,12.2329,-0.0078,90.3703,171.0534,139.9358,,0.37,12.0637,3.9658,2.4837,4.0986,3.5095,3.9658,3.8793,2496.9436,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2528.1636,12.2179,-0.0038,91.3904,175.1602,138.0508,,0.4158,12.0927,4.3997,2.4825,4.5365,3.7065,4.3997,4.122,2497.0959,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2528.316,12.1506,-0.0037,91.8838,177.2619,135.9033,,0.4416,11.9407,4.1092,2.479,4.2578,3.588,4.1092,4.035,2497.2483,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2528.4684,12.1656,-0.0043,91.9923,179.1214,134.2243,,0.4337,12.0275,4.2957,2.4732,4.4403,3.5684,4.2957,3.9584,2497.4009,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2528.6208,12.1768,-0.0036,91.7961,178.9173,135.899,,0.4261,12.0889,4.3867,2.4719,4.5512,3.648,4.3867,3.7931,2497.5532,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2528.7732,12.1993,-0.0042,91.0201,173.6284,137.0103,,0.3948,12.1041,4.1584,2.4674,4.3444,3.637,4.1584,3.5908,2497.7056,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2528.9256,12.2105,-0.0035,90.3624,171.9987,139.5629,,0.4167,12.1138,4.0399,2.4688,4.2559,3.6423,4.0399,2.976,2497.8579,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2529.078,12.2479,-0.0049,89.8732,171.3837,144.1645,,0.4006,12.0605,3.2827,2.461,3.4978,3.3308,3.2827,2.7335,2498.0105,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2529.2304,12.2329,-0.0044,89.8561,170.116,144.5345,,0.4133,12.1077,3.4787,2.4591,3.6861,3.4123,3.4787,2.7284,2498.1628,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2529.3828,12.2666,-0.0049,89.6397,167.5434,145.7037,,0.405,12.1488,3.7907,2.4564,4.0014,3.485,3.7907,3.246,2498.3152,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2529.5352,12.2441,-0.0029,88.9502,167.7928,136.6594,,0.4034,12.0934,3.461,2.4762,3.6573,3.3488,3.461,3.2331,2498.4675,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2529.6876,12.2553,-0.0027,88.357,171.6121,131.7755,,0.3901,12.0534,3.2369,2.5013,3.4185,3.2886,3.2369,3.5133,2498.6201,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2529.84,12.289,-0.0021,88.9531,173.1573,127.8224,,0.377,12.1609,3.545,2.5312,3.711,3.346,3.545,4.2603,2498.7725,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2529.9924,12.2778,-0.0035,90.1028,173.6798,134.9238,,0.3633,12.1773,4.5215,2.5386,4.6792,3.6376,4.5215,4.5275,2498.9248,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2530.1448,12.289,-0.0064,91.0293,174.0839,141.8269,,0.3757,12.1705,4.279,2.5217,4.4628,3.5561,4.279,4.1661,2499.0771,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2530.2972,12.3563,-0.0056,91.521,173.075,140.4587,,0.377,12.1957,4.3635,2.5089,4.5381,3.5177,4.3635,4.1126,2499.2295,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2530.4496,12.3226,-0.0037,91.0872,171.0838,137.6499,,0.3953,12.2278,4.4322,2.4993,4.6006,3.5124,4.4322,3.9462,2499.3821,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2530.602,12.3451,-0.0013,90.3766,167.4222,135.2722,,0.3863,12.2237,4.3364,2.4887,4.4934,3.4998,4.3364,3.798,2499.5344,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2530.7544,12.3339,-0.0011,89.12,163.9598,131.226,,0.3742,12.1488,3.9074,2.4763,4.0008,3.3336,3.9074,3.4294,2499.6868,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2530.9068,12.2666,-0.003,87.5748,163.7142,130.1891,,0.342,12.1003,3.634,2.4602,3.6568,3.2599,3.634,3.1092,2499.8391,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2531.0592,12.3451,-0.004,86.9518,164.8603,133.6681,,0.3326,12.2645,3.507,2.4635,3.4927,3.2751,3.507,2.8794,2499.9917,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2531.2116,12.3675,-0.0053,86.365,163.4672,135.5381,,0.3221,12.2873,3.5074,2.4707,3.463,3.2306,3.5074,3.2182,2500.144,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2531.364,12.3451,-0.0045,85.6407,160.1015,139.2505,,0.3389,12.2246,4.3007,2.4905,4.1447,3.466,4.3007,3.4205,2500.2964,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2531.5164,12.2441,-0.0027,84.7832,157.8044,137.393,,0.3319,12.2105,4.6432,2.5045,4.3446,3.5399,4.6432,3.5382,2500.4487,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2531.6688,12.2553,-0.0018,84.4904,156.1511,137.8654,,0.3202,12.1729,4.1689,2.5006,3.7901,3.3801,4.1689,3.5073,2500.6013,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2531.8212,12.3002,-0.0019,85.8769,156.4155,138.2862,,0.3135,12.0828,3.5221,2.4836,3.1666,3.1599,3.5221,2.6528,2500.7537,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2531.9736,12.2441,-0.0037,87.3379,158.5918,138.0343,,0.324,12.0059,2.8774,2.4648,2.5846,2.86,2.8774,2.3887,2500.906,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2532.126,12.1544,-0.0045,87.1858,159.0746,144.7578,,0.3473,12.1037,4.7407,2.4674,4.1236,3.4362,4.7407,2.5217,2501.0583,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2532.2784,12.2441,-0.0059,85.7669,157.6078,140.6643,,0.3667,12.1737,4.668,2.4791,4.0646,3.4348,4.668,3.7588,2501.2107,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2532.4308,12.2666,-0.0067,84.5965,155.9496,145.5355,,0.377,12.1573,4.5251,2.489,3.9174,3.3508,4.5251,4.5505,2501.3633,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2532.5832,12.2853,-0.0087,84.3296,154.1213,144.3569,,0.3651,12.1581,4.1727,2.4727,3.5758,3.177,4.1727,4.6683,2501.5156,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2532.7356,12.289,-0.0063,84.1329,152.9307,141.3142,,0.3737,12.0721,3.0159,2.4423,2.6103,2.784,3.0159,3.1987,2501.668,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2532.888,12.2553,-0.0062,83.078,151.5745,129.8814,,0.3698,12.0854,2.3034,2.4162,2.0295,2.4053,2.3034,2.0708,2501.8203,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2533.0404,12.2441,-0.0049,81.0805,147.936,120.2277,,0.3516,12.2363,2.5655,2.4105,2.2796,2.5335,2.5655,1.7864,2501.9729,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2533.1928,12.3114,-0.0082,79.4774,143.7986,116.0171,,0.3354,12.1835,2.3586,2.4192,2.1434,2.3331,2.3586,2.15,2502.1252,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2533.3452,12.3339,-0.0066,78.7933,141.419,110.2324,,0.2839,12.0979,2.5608,2.4452,2.3931,2.4745,2.5608,2.3139,2502.2776,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2533.4976,12.3339,-0.0044,79.483,137.5427,104.4906,,0.2345,12.1494,3.7535,2.4887,3.5607,2.9378,3.7535,2.8046,2502.4299,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2533.65,12.289,0.0014,84.5472,134.3486,97.696,,0.2039,12.2084,4.1808,2.5169,4.0467,3.0241,4.1808,3.0281,2502.5823,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2533.8024,12.2329,0.0078,94.7885,134.8315,98.8723,,0.1966,12.2114,3.7788,2.5032,3.683,2.8482,3.7788,4.7454,2502.7349,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2533.9548,12.1768,0.0086,101.8692,146.5543,102.1012,,0.235,12.0084,2.2743,2.4223,2.2304,1.7639,2.2743,0.8332,2502.8872,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2534.1072,12.0534,0.0005,102.0145,168.7225,105.5721,,0.2899,11.8736,0.8046,2.3116,0.8026,0.7687,0.8046,0.3885,2503.0396,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2534.2596,12.0385,-0.0113,97.5545,184.5869,104.7716,,0.37,11.8927,0.7394,2.2315,0.7348,0.7406,0.7394,0.2614,2503.1919,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2534.412,12.0609,-0.014,91.9706,189.8765,101.1877,,0.3575,11.9135,0.9719,2.2292,0.9641,0.8661,0.9719,0.3018,2503.3445,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2534.5644,12.1058,-0.01,87.7183,186.6888,104.3544,,0.3335,11.8916,1.1383,2.287,1.1375,0.9535,1.1383,0.4279,2503.4968,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2534.7168,12.0983,-0.0073,84.7323,177.5594,112.2322,,0.3081,11.8794,1.6823,2.3422,1.6876,1.3447,1.6823,0.8191,2503.6492,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2534.8692,12.1095,-0.0081,83.1976,166.6203,121.0912,,0.294,11.9582,2.5638,2.3716,2.5782,2.1227,2.5638,1.2683,2503.8015,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2535.0216,12.2217,-0.0081,83.4977,159.1788,131.1655,,0.2981,12.1006,2.5695,2.395,2.5384,2.3776,2.5695,1.7451,2503.9541,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2535.174,12.2666,-0.0054,84.6867,161.034,138.259,,0.2911,12.0939,2.8523,2.4288,2.6802,2.7016,2.8523,1.8318,2504.1064,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2535.3264,12.1506,-0.0038,86.7728,170.4962,144.3244,,0.3011,12.0434,3.2233,2.4645,2.9013,2.9065,3.2233,2.2127,2504.2588,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2535.4788,12.2927,-0.0029,89.427,179.6545,147.9978,,0.2975,12.0605,3.8927,2.5001,3.4249,3.1696,3.8927,3.0249,2504.4111,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2535.6312,12.2217,-0.0037,91.669,185.4503,142.7578,,0.3324,12.1185,4.0432,2.5217,3.5686,3.2843,4.0432,3.8419,2504.5635,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2535.7836,12.1993,-0.0061,93.0023,187.1916,144.2172,,0.3437,12.1233,3.7441,2.5281,3.3794,3.293,3.7441,3.9994,2504.7161,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2535.936,12.2217,-0.0089,92.989,186.4245,142.7802,,0.3659,12.1034,4.0002,2.5185,3.6667,3.4057,4.0002,3.9829,2504.8684,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2536.0884,12.2105,-0.0102,92.3798,185.6121,148.6838,,0.3894,12.0976,3.9478,2.5034,3.6679,3.4033,3.9478,4.2419,2505.0208,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2536.2408,12.1993,-0.0098,91.9666,185.4034,144.8454,,0.3802,12.1091,3.9138,2.4909,3.6941,3.4908,3.9138,4.3284,2505.1731,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2536.3932,12.203,-0.0095,92.3575,185.221,148.28,,0.3684,12.1152,3.9332,2.4884,3.7755,3.5407,3.9332,3.9604,2505.3257,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2536.5456,12.2179,-0.0104,93.0392,185.008,150.2556,,0.3463,12.1126,3.9742,2.4921,3.8801,3.5959,3.9742,4.0072,2505.478,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2536.698,12.2179,-0.0116,94.0097,185.5803,159.6171,,0.386,12.1094,3.9366,2.4987,3.9066,3.5928,3.9366,4.0746,2505.6304,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2536.8504,12.203,-0.0125,94.821,185.9638,160.3179,,0.3649,12.1073,3.9301,2.5004,3.9404,3.634,3.9301,4.4915,2505.7827,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2537.0028,12.1955,-0.0128,94.5814,185.4936,156.8241,,0.3745,12.1108,3.8871,2.5037,3.9069,3.5952,3.8871,4.4814,2505.9351,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2537.1552,12.2105,-0.0137,94.3227,186.2619,149.3597,,0.3659,12.11,3.9723,2.5035,3.9908,3.6677,3.9723,4.5456,2506.0876,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2537.3076,12.2105,-0.0157,93.5589,185.7773,153.0577,,0.3877,12.1039,3.9649,2.5029,3.9972,3.7269,3.9649,4.5532,2506.24,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2537.46,12.203,-0.0147,92.7461,185.2802,159.3598,,0.4156,12.1078,3.8839,2.5099,3.9314,3.644,3.8839,4.5926,2506.3923,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2537.6124,12.188,-0.0137,92.7668,185.637,163.0964,,0.4106,12.1063,3.8956,2.5153,3.9506,3.6444,3.8956,4.6638,2506.5447,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2537.7648,12.1993,-0.011,92.5196,183.5143,155.3658,,0.3966,12.0947,3.9083,2.5267,3.9595,3.638,3.9083,4.54,2506.6973,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2537.9172,12.2217,-0.0115,91.3933,178.3627,155.2531,,0.3519,12.0968,3.9943,2.5247,4.0448,3.7821,3.9943,4.7988,2506.8496,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2538.0696,12.2254,-0.008,89.8127,170.4678,149.3376,,0.3559,12.1081,4.157,2.5266,4.1729,3.8732,4.157,4.6489,2507.002,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2538.222,12.2329,-0.0044,88.4346,164.8854,146.3037,,0.3557,12.1591,3.4656,2.5188,3.4701,3.5392,3.4656,4.6496,2507.1543,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2538.3744,12.2553,-0.0013,87.7301,163.9564,137.7009,,0.3561,12.1597,3.0783,2.5057,3.0913,3.3112,3.0783,3.6116,2507.3069,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2538.5268,12.2329,0.0017,86.2774,163.624,143.1834,,0.321,12.0718,3.7076,2.5104,3.6822,3.468,3.7076,3.6248,2507.4592,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2538.6792,12.1656,0.0028,84.4466,163.9316,139.8133,,0.3348,12.1191,4.6879,2.521,4.6167,3.7843,4.6879,4.4598,2507.6116,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2538.8316,12.2778,0.0049,83.7959,164.5283,139.2203,,0.3141,12.1845,5.9516,2.5378,5.7639,4.0523,5.9516,5.9609,2507.7639,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2538.984,12.2553,0.0041,83.6338,160.6721,136.8061,,0.3204,12.1484,5.1891,2.5321,4.987,3.8104,5.1891,5.2909,2507.9163,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2539.1364,12.2179,0.0023,84.2307,155.6496,137.9585,,0.3113,12.1703,3.9604,2.5158,3.8269,3.459,3.9604,4.052,2508.0688,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2539.2888,12.2329,0.0001,85.3418,154.4279,133.2876,,0.3105,12.1246,3.4114,2.4919,3.3078,3.2729,3.4114,2.9241,2508.2212,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2539.4412,12.203,-0.0024,87.3466,158.5667,121.8461,,0.312,12.0193,2.7656,2.4629,2.6892,2.9666,2.7656,1.4433,2508.3735,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2539.5936,12.1207,-0.0006,90.3,164.381,118.5795,,0.3423,11.9949,1.5822,2.4555,1.5609,2.0223,1.5822,1.3355,2508.5259,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2539.746,12.1544,0.0017,91.9048,167.1963,121.8683,,0.3751,12.146,2.1853,2.4647,2.1428,2.6011,2.1853,1.4629,2508.6785,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2539.8984,12.2666,0.0047,92.305,167.9271,126.8827,,0.3667,12.1488,3.3914,2.4744,3.2972,3.1365,3.3914,2.9324,2508.8308,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2540.0508,12.2105,0.003,92.3757,167.0286,125.8537,,0.3254,11.993,2.6548,2.4549,2.6169,2.8221,2.6548,1.9447,2508.9832,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2540.2032,12.1058,-0.0021,92.4235,163.2484,117.7523,,0.3101,11.941,1.7807,2.4097,1.789,2.0517,1.7807,1.192,2509.1355,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2540.3556,12.0759,-0.0086,91.5306,162.9858,115.1225,,0.2997,11.9553,1.2704,2.3637,1.3005,1.3678,1.2704,0.7291,2509.2878,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2540.508,12.1132,-0.0101,89.844,166.4453,117.612,,0.3134,12.0767,1.0233,2.3452,1.0677,1.1329,1.0233,0.5562,2509.4404,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2540.6604,12.1357,-0.0067,89.3564,165.9398,118.9936,,0.3018,12.2052,1.6676,2.3664,1.7292,1.7113,1.6676,0.658,2509.5928,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2540.8128,12.2105,0.0007,89.339,163.2419,118.1023,,0.3126,12.099,1.9557,2.422,2.0235,1.9909,1.9557,1.2468,2509.7451,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2540.9652,12.188,0.0017,88.6673,164.7818,109.8638,,0.2993,12.0051,1.3196,2.4566,1.3771,1.3958,1.3196,2.4489,2509.8975,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2541.1176,12.2105,0.002,87.4352,167.8311,118.1296,,0.3005,11.8902,1.1423,2.4683,1.1964,1.2161,1.1423,2.1578,2510.05,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2541.27,12.0983,0.0016,85.2305,166.8534,122.3221,,0.2798,11.9228,1.6848,2.4556,1.74,1.6892,1.6848,2.0828,2510.2024,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2541.4224,12.1058,0.004,83.7759,160.8941,130.5483,,0.2977,12.0057,2.1755,2.454,2.1953,2.2848,2.1755,1.6926,2510.3547,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2541.5748,12.0684,0.0046,83.9106,157.9069,127.3005,,0.286,11.9725,1.972,2.4504,1.9492,2.1395,1.972,1.657,2510.5071,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2541.7272,12.0983,0.0011,84.9297,160.0821,124.5089,,0.2675,11.9318,1.9566,2.4434,1.8982,2.121,1.9566,1.613,2510.6594,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2541.8796,12.0609,-0.0019,87.0707,162.3088,128.6846,,0.2678,11.9669,2.0682,2.4408,1.944,2.2698,2.0682,1.85,2510.812,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2542.032,12.0983,-0.0033,88.9716,162.4712,135.2706,,0.2726,12.0762,2.7198,2.452,2.4937,2.9192,2.7198,2.2032,2510.9644,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2542.1844,12.188,-0.0029,89.1877,163.6855,143.5048,,0.3017,12.1431,3.5116,2.4678,3.1358,3.3526,3.5116,3.1593,2511.1167,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2542.3368,12.2179,-0.0031,86.9408,164.3865,142.0271,,0.3096,12.0833,3.386,2.483,2.9973,3.2607,3.386,2.6928,2511.269,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
2542.4892,12.1656,-0.0052,83.6878,161.9645,137.6649,,0.3189,12.1119,4.0664,2.4993,3.5815,3.5201,4.0664,2.7627,2511.4216,,1.0,0.2069,0.127582,0.0,0.5332,Drake 2
